10000	9707	11205.3
20000	18554	20133.4
30000	29356	29502.3
40000	39910	39157.6
50000	53487	49025.7
60000	58592	59063.4
70000	70026	69242.3
80000	77881	79541.9
90000	89437	89947.1
100000	98374	100446
110000	111381	111030
120000	119892	121690
130000	127465	132420
140000	139897	143215
150000	152390	154071
160000	160009	164983
170000	170528	175947
180000	180622	186961
190000	195056	198022
200000	202263	209127
210000	212103	220274
220000	225073	231462
230000	229218	242688
240000	241420	253950
250000	251991	265248
260000	264689	276579
270000	279307	287943
280000	284626	299338
290000	299075	310763
300000	305086	322217
310000	315629	333699
320000	325661	345208
330000	336004	356744
340000	348542	368305
350000	360402	379891
360000	370909	391501
370000	383517	403134
380000	388749	414791
390000	407569	426469
400000	414855	438169
410000	423401	449890
420000	433958	461632
430000	439977	473393
440000	454173	485175
450000	462521	496975
460000	472128	508794
470000	490527	520632
480000	496794	532487
490000	507277	544360
500000	515655	556250
510000	533876	568157
520000	550125	580081
530000	556815	592021
540000	568929	603976
550000	707613	615948
560000	684336	627934
570000	952901	639936
580000	878517	651952
590000	687213	663983
600000	934753	676028
610000	778912	688087
620000	768684	700160
630000	686967	712247
640000	690896	724347
650000	736445	736460
660000	712692	748586
670000	718898	760725
680000	907464	772877
690000	900866	785041
700000	949652	797217
710000	997324	809405
720000	814871	821605
730000	783816	833817
740000	810324	846040
750000	793672	858274
760000	806520	870520
770000	815215	882777
780000	825162	895045
790000	840444	907324
800000	851439	919613
810000	860368	931913
820000	870665	944223
830000	883476	956544
840000	906861	968875
850000	914806	981215
860000	1.30477e+06	993566
870000	1.1624e+06	1.00593e+06
880000	1.16261e+06	1.0183e+06
890000	1.02726e+06	1.03068e+06
900000	1.00285e+06	1.04307e+06
910000	1.04765e+06	1.05546e+06
920000	1.0496e+06	1.06787e+06
930000	1.05136e+06	1.08029e+06
940000	1.1e+06	1.09271e+06
950000	1.06843e+06	1.10515e+06
960000	1.06194e+06	1.11759e+06
970000	1.04369e+06	1.13005e+06
980000	1.05056e+06	1.14251e+06
990000	1.08429e+06	1.15498e+06
1e+06	1.07665e+06	1.16746e+06
